RprtDt,StateCd,NDISDsbltyGrpNm,ICDDsbltyNm,Primary,Reported
31MAR2022,NSW,Intellectual Disability,F71 - Moderate intellectual disability,8086,13109
31MAR2022,NSW,Intellectual Disability,F72 - Severe intellectual disability,2612,4287
31MAR2022,NSW,Intellectual Disability,F73 - Profound intellectual disability,256,422
31MAR2022,NSW,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],4056,15833
31MAR2022,NSW,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],35,153
31MAR2022,NSW,Intellectual Disability,Q02 - Microcephaly,223,551
31MAR2022,NSW,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",214,352
31MAR2022,NSW,Intellectual Disability,Q05 - Spina bifida,678,775
31MAR2022,NSW,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,311,501
31MAR2022,NSW,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),118,181
31MAR2022,NSW,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,47,57
31MAR2022,NSW,Intellectual Disability,Q87.1 - Prader Willi syndrome,187,217
31MAR2022,NSW,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,12,13
31MAR2022,NSW,Intellectual Disability,Q89 - Other congenital conditions,715,1352
31MAR2022,NSW,Intellectual Disability,Q91 - Edwards syndrome,<11,12
31MAR2022,NSW,Intellectual Disability,Q91 - Patau syndrome,<11,<11
31MAR2022,NSW,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,53,61
31MAR2022,NSW,Intellectual Disability,Q93.5 - Angelman  syndrome,138,165
31MAR2022,NSW,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",2168,3350
31MAR2022,NSW,Intellectual Disability,Q99.2 - Fragile X syndrome,417,532
31MAR2022,NSW,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,115
31MAR2022,NSW,Multiple Sclerosis,G35 - Multiple sclerosis,2593,2661
31MAR2022,NSW,Other,B22 - Human immune deficiency virus (HIV) disease,20,83
31MAR2022,NSW,Other,B99 - Other unspecified infectious diseases,<11,41
31MAR2022,NSW,Other,C71 - Malignant neoplasm of brain,<11,12
31MAR2022,NSW,Other,C79.9 - Metastatic cancer,33,39
31MAR2022,NSW,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31MAR2022,NSW,Other,D89.9 - Autoimmune disorders,14,29
31MAR2022,NSW,Other,E14 - Diabetes mellitus,22,1530
31MAR2022,NSW,Other,E66 - Obesity,<11,548
31MAR2022,NSW,Other,E70.0 - Classical Phenylketonuria,14,22
31MAR2022,NSW,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31MAR2022,NSW,Other,E88 - Other metabolic disorders,77,129
31MAR2022,NSW,Other,F03.9 - Dementia - Rapidly progressing,54,74
31MAR2022,NSW,Other,F44.4 - Functional neurological disorder (FND),21,37
31MAR2022,NSW,Other,F44.5 - Functional Seizures,<11,14
31MAR2022,NSW,Other,F80 - Other Language disorder,18,154
31MAR2022,NSW,Other,F80.9 - Development language disorder,32,154
31MAR2022,NSW,Other,F81.0 - Specific learning disorder,<11,69
31MAR2022,NSW,Other,F81.8 - Dysgraphia,<11,12
31MAR2022,NSW,Other,F90 - Attention deficit hyperactive disorder (ADHD),75,1454
31MAR2022,NSW,Other,F90.0 - Peripheral neuropathy,36,78
31MAR2022,NSW,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,362
31MAR2022,NSW,Other,F91.9 - Conduct Disorder (CD),<11,18
31MAR2022,NSW,Other,G11.8 - Other hereditary ataxias,<11,13
31MAR2022,NSW,Other,G30.0 - Dementia - Early Onset,170,229
31MAR2022,NSW,Other,G83.1 - Plegia,36,56
31MAR2022,NSW,Other,G89.4 - Chronic pain,12,79
31MAR2022,NSW,Other,G90.5 - Chronic Regional Pain Syndrome,<11,16
31MAR2022,NSW,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,13
31MAR2022,NSW,Other,I89.0 - Lymphoedema,<11,27
31MAR2022,NSW,Other,J44.9 - Chronic lung disease,66,201
31MAR2022,NSW,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),38,75
31MAR2022,NSW,Other,M19.9 - Osteoarthritis,21,113
31MAR2022,NSW,Other,M32 - Systemic lupus erythematosus,20,51
31MAR2022,NSW,Other,M45 - Ankylosing spondylitis,24,53
31MAR2022,NSW,Other,M79.7 - Fibromyalgia,16,81
31MAR2022,NSW,Other,N18 - Renal failure,23,130
31MAR2022,NSW,Other,Q37 - Cleft palate and lip,14,126
31MAR2022,NSW,Other,Q79.6 - Ehlers Danlos,55,93
31MAR2022,NSW,Other,R48 - Dyslexia,<11,38
31MAR2022,NSW,Other,R48.2 - Childhood apraxia of speech,198,256
31MAR2022,NSW,Other,R53.8 - Chronic fatigue /ME,16,41
31MAR2022,NSW,Other,R62.5 - Short stature,<11,13
31MAR2022,NSW,Other,S14.3 - Brachial plexus injury,<11,20
31MAR2022,NSW,Other,Z89 - Amputation - Single limb or upper/lower limb,571,627
31MAR2022,NSW,Other,Z89.1 - Amputation - Multiple,55,70
31MAR2022,NSW,Other Neurological,F00 - Alzheimer's disease,565,685
31MAR2022,NSW,Other Neurological,F03 - Unspecified dementia,520,839
31MAR2022,NSW,Other Neurological,G10 - Huntington disease,298,309
31MAR2022,NSW,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),268,295
31MAR2022,NSW,Other Neurological,G20 - Parkinson's disease,973,1111
31MAR2022,NSW,Other Neurological,G40 - Epilepsy,238,5966
31MAR2022,NSW,Other Neurological,G71.0 - Muscular dystrophy,770,913
31MAR2022,NSW,Other Neurological,G99 - Other Neurological,2761,7313
31MAR2022,NSW,Other Neurological,G99 - Other Neurological (List A),148,379
31MAR2022,NSW,Other Neurological,G99 - Other Neurological (List C),17,34
31MAR2022,NSW,Other Physical,M05 - Rheumatoid arthritis,437,660
31MAR2022,NSW,Other Physical,M12 - Other arthritis,137,846
31MAR2022,NSW,Other Physical,M95 - Other Physical,4712,14933
31MAR2022,NSW,Other Physical,T05 - Multiple traumatic amputations,403,550
31MAR2022,NSW,Other Sensory/Speech,R47 - Other Sensory/Speech,885,9100
31MAR2022,NSW,Psychosocial disability,F11 - Alcohol dependency,<11,194
31MAR2022,NSW,Psychosocial disability,F19 - Other substance dependency,<11,217
31MAR2022,NSW,Psychosocial disability,F20 - Schizophrenia,9242,11108
31MAR2022,NSW,Psychosocial disability,F25.9 - Schizoaffective Disorder,631,735
31MAR2022,NSW,Psychosocial disability,F31 - Bipolar affective disorder,1597,3121
31MAR2022,NSW,Psychosocial disability,F32 - Major depressive illness,1175,3961
31MAR2022,NSW,Psychosocial disability,F41 - Other Anxiety disorders,512,9051
31MAR2022,NSW,Psychosocial disability,F42 - Obsessive-compulsive disorder,86,1026
31MAR2022,NSW,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),475,1252
31MAR2022,NSW,Psychosocial disability,F60.3 - Borderline personality disorder,491,1172
31MAR2022,NSW,Psychosocial disability,F95.2 - Tourette syndrome,<11,79
31MAR2022,NSW,Psychosocial disability,F99 - Other psychosocial disorders,1903,7819
31MAR2022,NSW,Psychosocial disability,R63 - Anorexia,<11,29
31MAR2022,NSW,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31MAR2022,NSW,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
31MAR2022,NSW,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),847,974
31MAR2022,NSW,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),920,1118
31MAR2022,NSW,Stroke,I69 - Stroke,2736,3379
31MAR2022,NSW,Visual Impairment,E70.3 - Albinism,14,28
31MAR2022,NSW,Visual Impairment,F72.9 - Myopathy (variations),22,33
31MAR2022,NSW,Visual Impairment,H54 - Visual impairment (including blindness),2969,6282
31MAR2022,NSW,Visual Impairment,Q15.9 - Congenital eye condition,31,90
31MAR2022,NT,ABI,G93.1 - Hypoxic brain injury,<11,<11
31MAR2022,NT,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],276,363
31MAR2022,NT,Autism,F84.0 - Autism disorder,1070,1131
31MAR2022,NT,Autism,F84.2 - Rett syndrome,<11,<11
31MAR2022,NT,Autism,F84.5 - Asperger syndrome,<11,13
31MAR2022,NT,Cerebral Palsy,G80 - Cerebral palsy,191,222
31MAR2022,NT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],582,818
31MAR2022,NT,Down Syndrome,Q90 - Down syndrome,105,113
31MAR2022,NT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],118,218
31MAR2022,NT,Hearing Impairment,H90 - Hearing loss,194,347
31MAR2022,NT,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
31MAR2022,NT,Intellectual Disability,F70 - Mild intellectual disability,125,234
31MAR2022,NT,Intellectual Disability,F71 - Moderate intellectual disability,156,240
31MAR2022,NT,Intellectual Disability,F72 - Severe intellectual disability,38,65
31MAR2022,NT,Intellectual Disability,F73 - Profound intellectual disability,<11,17
31MAR2022,NT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],185,525
31MAR2022,NT,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,<11
31MAR2022,NT,Intellectual Disability,Q02 - Microcephaly,22,48
31MAR2022,NT,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",13,13
31MAR2022,NT,Intellectual Disability,Q05 - Spina bifida,18,19
31MAR2022,NT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,77,110
31MAR2022,NT,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),77,92
31MAR2022,NT,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,<11
31MAR2022,NT,Intellectual Disability,Q87.1 - Prader Willi syndrome,<11,<11
31MAR2022,NT,Intellectual Disability,Q89 - Other congenital conditions,21,29
31MAR2022,NT,Intellectual Disability,Q93.5 - Angelman  syndrome,<11,<11
31MAR2022,NT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",49,73
31MAR2022,NT,Intellectual Disability,Q99.2 - Fragile X syndrome,16,19
31MAR2022,NT,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,<11
31MAR2022,NT,Multiple Sclerosis,G35 - Multiple sclerosis,22,22
31MAR2022,NT,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
31MAR2022,NT,Other,B99 - Other unspecified infectious diseases,<11,<11
31MAR2022,NT,Other,C79.9 - Metastatic cancer,<11,<11
31MAR2022,NT,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31MAR2022,NT,Other,D89.9 - Autoimmune disorders,<11,<11
31MAR2022,NT,Other,E14 - Diabetes mellitus,<11,70
31MAR2022,NT,Other,E66 - Obesity,<11,17
31MAR2022,NT,Other,E88 - Other metabolic disorders,<11,<11
31MAR2022,NT,Other,F03.9 - Dementia - Rapidly progressing,<11,<11
31MAR2022,NT,Other,F44.5 - Functional Seizures,<11,<11
31MAR2022,NT,Other,F80 - Other Language disorder,<11,19
31MAR2022,NT,Other,F80.9 - Development language disorder,<11,<11
31MAR2022,NT,Other,F81.0 - Specific learning disorder,<11,<11
31MAR2022,NT,Other,F90 - Attention deficit hyperactive disorder (ADHD),<11,42
31MAR2022,NT,Other,F90.0 - Peripheral neuropathy,<11,<11
31MAR2022,NT,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,<11
31MAR2022,NT,Other,F91.9 - Conduct Disorder (CD),<11,<11
31MAR2022,NT,Other,G11.8 - Other hereditary ataxias,11,11
31MAR2022,NT,Other,G30.0 - Dementia - Early Onset,<11,<11
31MAR2022,NT,Other,G83.1 - Plegia,<11,<11
31MAR2022,NT,Other,G89.4 - Chronic pain,<11,<11
31MAR2022,NT,Other,I89.0 - Lymphoedema,<11,<11
31MAR2022,NT,Other,J44.9 - Chronic lung disease,<11,<11
31MAR2022,NT,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,<11
31MAR2022,NT,Other,M19.9 - Osteoarthritis,<11,<11
31MAR2022,NT,Other,M32 - Systemic lupus erythematosus,<11,<11
31MAR2022,NT,Other,N18 - Renal failure,<11,19
31MAR2022,NT,Other,Q37 - Cleft palate and lip,<11,<11
31MAR2022,NT,Other,Q79.6 - Ehlers Danlos,<11,<11
31MAR2022,NT,Other,R48.2 - Childhood apraxia of speech,<11,<11
31MAR2022,NT,Other,R62.5 - Short stature,<11,<11
31MAR2022,NT,Other,S14.3 - Brachial plexus injury,<11,<11
31MAR2022,NT,Other,Z89 - Amputation - Single limb or upper/lower limb,48,52
31MAR2022,NT,Other,Z89.1 - Amputation - Multiple,11,14
31MAR2022,NT,Other Neurological,F00 - Alzheimer's disease,<11,16
31MAR2022,NT,Other Neurological,F03 - Unspecified dementia,22,32
31MAR2022,NT,Other Neurological,G10 - Huntington disease,<11,<11
31MAR2022,NT,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),<11,11
31MAR2022,NT,Other Neurological,G20 - Parkinson's disease,21,21
31MAR2022,NT,Other Neurological,G40 - Epilepsy,<11,170
31MAR2022,NT,Other Neurological,G71.0 - Muscular dystrophy,16,17
31MAR2022,NT,Other Neurological,G99 - Other Neurological,134,295
31MAR2022,NT,Other Neurological,G99 - Other Neurological (List A),<11,<11
31MAR2022,NT,Other Physical,M05 - Rheumatoid arthritis,11,15
31MAR2022,NT,Other Physical,M12 - Other arthritis,<11,21
31MAR2022,NT,Other Physical,M95 - Other Physical,172,515
31MAR2022,NT,Other Physical,T05 - Multiple traumatic amputations,19,28
31MAR2022,NT,Other Sensory/Speech,R47 - Other Sensory/Speech,29,284
31MAR2022,NT,Psychosocial disability,F11 - Alcohol dependency,<11,<11
31MAR2022,NT,Psychosocial disability,F19 - Other substance dependency,<11,14
31MAR2022,NT,Psychosocial disability,F20 - Schizophrenia,358,424
31MAR2022,NT,Psychosocial disability,F25.9 - Schizoaffective Disorder,18,20
31MAR2022,NT,Psychosocial disability,F31 - Bipolar affective disorder,22,34
31MAR2022,NT,Psychosocial disability,F32 - Major depressive illness,20,46
31MAR2022,NT,Psychosocial disability,F41 - Other Anxiety disorders,<11,84
31MAR2022,NT,Psychosocial disability,F42 - Obsessive-compulsive disorder,<11,<11
31MAR2022,NT,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),<11,21
31MAR2022,NT,Psychosocial disability,F60.3 - Borderline personality disorder,<11,14
31MAR2022,NT,Psychosocial disability,F95.2 - Tourette syndrome,<11,<11
31MAR2022,NT,Psychosocial disability,F99 - Other psychosocial disorders,47,172
31MAR2022,NT,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),28,32
31MAR2022,NT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),52,60
31MAR2022,NT,Stroke,I69 - Stroke,160,184
31MAR2022,NT,Visual Impairment,E70.3 - Albinism,<11,<11
31MAR2022,NT,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
31MAR2022,NT,Visual Impairment,H54 - Visual impairment (including blindness),65,150
31MAR2022,NT,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
31MAR2022,OT,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],<11,<11
31MAR2022,OT,Autism,F84.0 - Autism disorder,15,16
31MAR2022,OT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],<11,<11
31MAR2022,OT,Down Syndrome,Q90 - Down syndrome,<11,<11
31MAR2022,OT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],<11,<11
31MAR2022,OT,Intellectual Disability,F70 - Mild intellectual disability,<11,<11
31MAR2022,OT,Intellectual Disability,F71 - Moderate intellectual disability,<11,<11
31MAR2022,OT,Intellectual Disability,F72 - Severe intellectual disability,<11,<11
31MAR2022,OT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],<11,<11
31MAR2022,OT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,<11,<11
31MAR2022,OT,Intellectual Disability,Q89 - Other congenital conditions,<11,<11
31MAR2022,OT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",<11,<11
31MAR2022,OT,Other,E14 - Diabetes mellitus,<11,<11
31MAR2022,OT,Other Neurological,F03 - Unspecified dementia,<11,<11
31MAR2022,OT,Other Neurological,G40 - Epilepsy,<11,<11
31MAR2022,OT,Other Neurological,G71.0 - Muscular dystrophy,<11,<11
31MAR2022,OT,Other Neurological,G99 - Other Neurological,<11,<11
31MAR2022,OT,Other Physical,M95 - Other Physical,<11,<11
31MAR2022,OT,Other Sensory/Speech,R47 - Other Sensory/Speech,<11,<11
31MAR2022,OT,Psychosocial disability,F20 - Schizophrenia,<11,<11
31MAR2022,OT,Psychosocial disability,F31 - Bipolar affective disorder,<11,<11
31MAR2022,OT,Psychosocial disability,F32 - Major depressive illness,<11,<11
31MAR2022,OT,Psychosocial disability,F41 - Other Anxiety disorders,<11,<11
31MAR2022,OT,Psychosocial disability,F99 - Other psychosocial disorders,<11,<11
31MAR2022,OT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),<11,<11
31MAR2022,OT,Stroke,I69 - Stroke,<11,<11
31MAR2022,OT,Visual Impairment,H54 - Visual impairment (including blindness),<11,<11
31MAR2022,QLD,ABI,G71.9 - Glioblastoma,<11,12
31MAR2022,QLD,ABI,G93.1 - Hypoxic brain injury,97,123
31MAR2022,QLD,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],3515,4319
31MAR2022,QLD,Autism,F84.0 - Autism disorder,37496,40829
31MAR2022,QLD,Autism,F84.2 - Rett syndrome,102,111
31MAR2022,QLD,Autism,F84.5 - Asperger syndrome,410,956
31MAR2022,QLD,Cerebral Palsy,G80 - Cerebral palsy,3633,4688
31MAR2022,QLD,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],10003,14091
31MAR2022,QLD,Down Syndrome,Q90 - Down syndrome,2427,2577
31MAR2022,QLD,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],2048,3559
31MAR2022,QLD,Hearing Impairment,H90 - Hearing loss,5556,7912
31MAR2022,QLD,Hearing Impairment,Q16.9 - Congenital hearing condition,80,155
31MAR2022,QLD,Intellectual Disability,F70 - Mild intellectual disability,1886,3859
31MAR2022,QLD,Intellectual Disability,F71 - Moderate intellectual disability,2613,4194
31MAR2022,QLD,Intellectual Disability,F72 - Severe intellectual disability,1109,1888
31MAR2022,QLD,Intellectual Disability,F73 - Profound intellectual disability,223,380
31MAR2022,QLD,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],5655,14223
31MAR2022,QLD,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],23,107
31MAR2022,QLD,Intellectual Disability,Q02 - Microcephaly,117,261
31MAR2022,QLD,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",142,223
31MAR2022,QLD,Intellectual Disability,Q05 - Spina bifida,525,609
31MAR2022,QLD,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,318,529
31MAR2022,QLD,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),191,251
31MAR2022,QLD,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,38,44
31MAR2022,QLD,Intellectual Disability,Q87.1 - Prader Willi syndrome,120,137
31MAR2022,QLD,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31MAR2022,QLD,Intellectual Disability,Q89 - Other congenital conditions,431,782
31MAR2022,QLD,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31MAR2022,QLD,Intellectual Disability,Q91 - Patau syndrome,<11,<11
31MAR2022,QLD,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,39,41
31MAR2022,QLD,Intellectual Disability,Q93.5 - Angelman  syndrome,92,100
31MAR2022,QLD,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",1236,1891
31MAR2022,QLD,Intellectual Disability,Q99.2 - Fragile X syndrome,190,233
31MAR2022,QLD,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,14
31MAR2022,QLD,Multiple Sclerosis,G35 - Multiple sclerosis,1558,1600
31MAR2022,QLD,Other,B22 - Human immune deficiency virus (HIV) disease,<11,22
31MAR2022,QLD,Other,B99 - Other unspecified infectious diseases,<11,12
31MAR2022,QLD,Other,C71 - Malignant neoplasm of brain,<11,16
31MAR2022,QLD,Other,C79.9 - Metastatic cancer,13,17
31MAR2022,QLD,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31MAR2022,QLD,Other,D89.9 - Autoimmune disorders,<11,17
31MAR2022,QLD,Other,E14 - Diabetes mellitus,11,903
31MAR2022,QLD,Other,E66 - Obesity,<11,260
31MAR2022,QLD,Other,E70.0 - Classical Phenylketonuria,<11,<11
31MAR2022,QLD,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31MAR2022,QLD,Other,E88 - Other metabolic disorders,39,64
31MAR2022,QLD,Other,F03.9 - Dementia - Rapidly progressing,37,46
